Date,Region,Product,Quantity,UnitPrice,StoreLocation,CustomerType,Discount,Salesperson,TotalPrice,PaymentMethod,Promotion,Returned,OrderID,CustomerName,ShippingCost,OrderDate,DeliveryDate,RegionManager,Product Type,New Column,Test,Test2
18-06-2025,East,Monitor,17,419.63,Store D,Wholesale,0,Alice,7133.71,Cash,SAVE10,0,REG100744,Cust 3045,17.4,18-06-2025,24-06-2025,Eric,Laptop and Accessories,373.1666667,745,745
29-10-2024,South,Laptop,2,267.36,Store B,Wholesale,0.05,Frank,507.984,Online,,0,REG100745,Cust 7020,21.36,29-10-2024,07-11-2024,Sophie,Laptop and Accessories,373.6666667,746,746
08-04-2025,Central,Phone,2,298.06,Store B,Wholesale,0,Alice,596.12,Debit Card,SAVE10,1,REG100746,Cust 1905,35.37,08-04-2025,14-04-2025,Cameron,Mobile Devices,374.1666667,747,747
31-01-2023,Central,Tablet,13,132.97,Store B,Wholesale,0.05,Frank,1642.1795,Debit Card,WINTER15,0,REG100747,Cust 4592,42.87,31-01-2023,05-02-2023,Cameron,Mobile Devices,374.6666667,748,748
15-03-2024,West,Chair,14,476.28,Store A,Wholesale,0.1,Eva,6001.128,Credit Card,FREESHIP,0,REG100748,Cust 5482,22.11,15-03-2024,20-03-2024,Wendy,Office Accessories,375.1666667,749,749
23-06-2023,North,Tablet,16,294.88,Store B,Retail,0.05,Frank,4482.176,Cash,,1,REG100749,Cust 1947,17.19,23-06-2023,27-06-2023,Ryan,Mobile Devices,375.6666667,750,750
14-06-2024,North,Monitor,19,596.03,Store C,Retail,0.15,Eva,9625.8845,Debit Card,,0,REG100750,Cust 2801,31.95,14-06-2024,23-06-2024,Ryan,Laptop and Accessories,376.1666667,751,751
30-11-2023,West,Desk,6,182.4,Store B,Wholesale,0,Alice,1094.4,Online,FREESHIP,1,REG100751,Cust 8206,49.49,30-11-2023,09-12-2023,Wendy,Office Accessories,376.6666667,752,752
21-04-2024,North,Laptop,10,400.95,Store C,Retail,0.05,Carlos,3809.025,Online,,0,REG100752,Cust 5277,17.46,21-04-2024,30-04-2024,Ryan,Laptop and Accessories,377.1666667,753,753
06-08-2023,East,Desk,7,373.66,Store B,Retail,0.05,Alice,2484.839,Gift Card,SAVE10,0,REG100753,Cust 8900,46.33,06-08-2023,12-08-2023,Eric,Office Accessories,377.6666667,754,754
21-06-2024,West,Desk,7,355.66,Store C,Retail,0.15,Carlos,2116.177,Gift Card,FREESHIP,1,REG100754,Cust 9387,28.77,21-06-2024,27-06-2024,Wendy,Office Accessories,378.1666667,755,755
16-03-2025,North,Tablet,12,260.31,Store C,Retail,0.1,Bob,2811.348,Cash,SAVE10,0,REG100755,Cust 7013,14.58,16-03-2025,24-03-2025,Ryan,Mobile Devices,378.6666667,756,756
20-04-2024,West,Tablet,10,370.99,Store B,Retail,0.15,Frank,3153.415,Online,SAVE10,1,REG100756,Cust 4868,11.16,20-04-2024,25-04-2024,Wendy,Mobile Devices,379.1666667,757,757
20-12-2024,East,Laptop,2,548.72,Store A,Wholesale,0.1,Frank,987.696,Credit Card,FREESHIP,1,REG100757,Cust 5239,26.35,20-12-2024,29-12-2024,Eric,Laptop and Accessories,379.6666667,758,758
22-08-2023,North,Printer,8,343.53,Store A,Wholesale,0,Frank,2748.24,Cash,,0,REG100758,Cust 4703,16.1,22-08-2023,01-09-2023,Ryan,Laptop and Accessories,380.1666667,759,759
04-03-2023,North,Tablet,13,494.78,Store A,Wholesale,0.15,Diana,5467.319,Cash,FREESHIP,0,REG100759,Cust 7224,5.85,04-03-2023,13-03-2023,Ryan,Mobile Devices,380.6666667,760,760
24-06-2024,North,Laptop,9,36.62,Store B,Wholesale,0.1,Eva,296.622,Debit Card,FREESHIP,1,REG100760,Cust 4751,29.9,24-06-2024,01-07-2024,Ryan,Laptop and Accessories,381.1666667,761,761
09-12-2024,East,Tablet,14,216.2,Store C,Wholesale,0,Diana,3026.8,Online,WINTER15,0,REG100761,Cust 1201,14.39,09-12-2024,13-12-2024,Eric,Mobile Devices,381.6666667,762,762
04-07-2024,West,Laptop,11,128.99,Store A,Retail,0.05,Diana,1347.9455,Debit Card,SAVE10,0,REG100762,Cust 9584,38.58,04-07-2024,07-07-2024,Wendy,Laptop and Accessories,382.1666667,763,763
04-03-2025,East,Phone,11,183.11,Store B,Retail,0.15,Frank,1712.0785,Gift Card,FREESHIP,0,REG100763,Cust 6980,41.83,04-03-2025,06-03-2025,Eric,Mobile Devices,382.6666667,764,764
22-01-2024,East,Printer,11,277.95,Store A,Retail,0.05,Frank,2904.5775,Gift Card,WINTER15,0,REG100764,Cust 2835,44.04,22-01-2024,29-01-2024,Eric,Laptop and Accessories,383.1666667,765,765
12-03-2025,East,Desk,14,554.08,Store A,Retail,0.05,Diana,7369.264,Cash,,0,REG100765,Cust 4286,36.72,12-03-2025,21-03-2025,Eric,Office Accessories,383.6666667,766,766
28-02-2025,Central,Phone,15,23.32,Store A,Retail,0.05,Carlos,332.31,Debit Card,,0,REG100766,Cust 7876,25.27,28-02-2025,03-03-2025,Cameron,Mobile Devices,384.1666667,767,767
23-05-2024,East,Desk,4,20.96,Store D,Wholesale,0.05,Bob,79.648,Online,FREESHIP,1,REG100767,Cust 5926,33.67,23-05-2024,31-05-2024,Eric,Office Accessories,384.6666667,768,768
17-09-2023,North,Desk,18,132.29,Store A,Wholesale,0.05,Diana,2262.159,Credit Card,,1,REG100768,Cust 4478,24.3,17-09-2023,20-09-2023,Ryan,Office Accessories,385.1666667,769,769
13-06-2023,East,Phone,19,199.65,Store A,Retail,0.1,Carlos,3414.015,Cash,SAVE10,1,REG100769,Cust 4711,35.12,13-06-2023,18-06-2023,Eric,Mobile Devices,385.6666667,770,770
31-05-2025,West,Phone,16,307,Store A,Wholesale,0,Bob,4912,Debit Card,FREESHIP,0,REG100770,Cust 9227,11.99,31-05-2025,02-06-2025,Wendy,Mobile Devices,386.1666667,771,771
11-10-2023,East,Tablet,1,315.93,Store C,Retail,0.15,Alice,268.5405,Credit Card,SAVE10,0,REG100771,Cust 2830,43.2,11-10-2023,14-10-2023,Eric,Mobile Devices,386.6666667,772,772
07-08-2023,West,Printer,5,596.97,Store A,Retail,0,Eva,2984.85,Cash,SAVE10,0,REG100772,Cust 3767,14.43,07-08-2023,14-08-2023,Wendy,Laptop and Accessories,387.1666667,773,773
03-12-2023,North,Laptop,17,376.98,Store A,Retail,0.05,Carlos,6088.227,Debit Card,,1,REG100773,Cust 1561,38.48,03-12-2023,05-12-2023,Ryan,Laptop and Accessories,387.6666667,774,774
01-08-2024,Central,Printer,6,208.64,Store D,Retail,0.1,Frank,1126.656,Credit Card,FREESHIP,0,REG100774,Cust 8569,49.93,01-08-2024,04-08-2024,Cameron,Laptop and Accessories,388.1666667,775,775
20-03-2023,East,Chair,7,307.82,Store B,Wholesale,0,Eva,2154.74,Debit Card,WINTER15,1,REG100775,Cust 1254,14,20-03-2023,27-03-2023,Eric,Office Accessories,388.6666667,776,776
30-06-2025,Central,Tablet,13,382.48,Store D,Retail,0.05,Eva,4723.628,Credit Card,WINTER15,0,REG100776,Cust 8556,7.59,30-06-2025,04-07-2025,Cameron,Mobile Devices,389.1666667,777,777
05-02-2025,South,Desk,9,188.03,Store B,Retail,0,Frank,1692.27,Cash,FREESHIP,0,REG100777,Cust 7204,11.44,05-02-2025,07-02-2025,Sophie,Office Accessories,389.6666667,778,778
19-05-2024,East,Desk,17,238.17,Store D,Wholesale,0.15,Frank,3441.5565,Cash,FREESHIP,0,REG100778,Cust 7725,21.64,19-05-2024,29-05-2024,Eric,Office Accessories,390.1666667,779,779
04-03-2023,North,Printer,10,450.71,Store B,Retail,0.1,Bob,4056.39,Gift Card,SAVE10,0,REG100779,Cust 9210,21.31,04-03-2023,12-03-2023,Ryan,Laptop and Accessories,390.6666667,780,780
22-01-2023,Central,Monitor,2,413.36,Store D,Retail,0.1,Alice,744.048,Online,SAVE10,1,REG100780,Cust 9085,41.69,22-01-2023,24-01-2023,Cameron,Laptop and Accessories,391.1666667,781,781
20-03-2023,South,Phone,20,536.71,Store B,Retail,0.15,Carlos,9124.07,Debit Card,SAVE10,0,REG100781,Cust 4937,41.42,20-03-2023,25-03-2023,Sophie,Mobile Devices,391.6666667,782,782
05-06-2024,West,Phone,5,206.42,Store D,Retail,0.05,Alice,980.495,Debit Card,WINTER15,0,REG100782,Cust 3606,35.51,05-06-2024,13-06-2024,Wendy,Mobile Devices,392.1666667,783,783
09-07-2024,East,Printer,4,256.83,Store A,Wholesale,0.15,Carlos,873.222,Cash,,1,REG100783,Cust 5865,44.72,09-07-2024,17-07-2024,Eric,Laptop and Accessories,392.6666667,784,784
08-03-2025,South,Monitor,1,247.04,Store C,Wholesale,0,Bob,247.04,Credit Card,FREESHIP,0,REG100784,Cust 7195,26.86,08-03-2025,13-03-2025,Sophie,Laptop and Accessories,393.1666667,785,785
21-06-2025,South,Tablet,3,583.38,Store B,Retail,0.15,Diana,1487.619,Cash,WINTER15,1,REG100785,Cust 6113,30.12,21-06-2025,30-06-2025,Sophie,Mobile Devices,393.6666667,786,786
28-06-2025,North,Tablet,13,341.38,Store C,Retail,0.15,Alice,3772.249,Cash,,0,REG100786,Cust 9878,18.2,28-06-2025,01-07-2025,Ryan,Mobile Devices,394.1666667,787,787
05-04-2025,West,Chair,19,267.03,Store D,Wholesale,0.15,Bob,4312.5345,Online,SAVE10,1,REG100787,Cust 3936,35.82,05-04-2025,13-04-2025,Wendy,Office Accessories,394.6666667,788,788
05-03-2024,South,Printer,7,77.69,Store D,Wholesale,0,Carlos,543.83,Credit Card,SAVE10,0,REG100788,Cust 3937,41.89,05-03-2024,12-03-2024,Sophie,Laptop and Accessories,395.1666667,789,789
09-03-2024,East,Phone,20,312.43,Store C,Retail,0,Carlos,6248.6,Credit Card,SAVE10,0,REG100789,Cust 5262,28.11,09-03-2024,11-03-2024,Eric,Mobile Devices,395.6666667,790,790
25-02-2025,Central,Monitor,19,14.1,Store C,Wholesale,0.05,Carlos,254.505,Cash,FREESHIP,0,REG100790,Cust 3892,37.84,25-02-2025,28-02-2025,Cameron,Laptop and Accessories,396.1666667,791,791
16-11-2024,West,Tablet,17,266.83,Store D,Retail,0.05,Frank,4309.3045,Credit Card,WINTER15,0,REG100791,Cust 8826,32.52,16-11-2024,23-11-2024,Wendy,Mobile Devices,396.6666667,792,792
01-08-2024,South,Printer,20,248.11,Store D,Wholesale,0.05,Carlos,4714.09,Online,SAVE10,0,REG100792,Cust 1119,22.96,01-08-2024,06-08-2024,Sophie,Laptop and Accessories,397.1666667,793,793
20-04-2024,West,Chair,5,316.76,Store B,Retail,0.05,Alice,1504.61,Gift Card,FREESHIP,1,REG100793,Cust 2685,12.7,20-04-2024,30-04-2024,Wendy,Office Accessories,397.6666667,794,794
20-04-2024,South,Laptop,2,169.62,Store C,Retail,0.1,Alice,305.316,Debit Card,,0,REG100794,Cust 5939,45.41,20-04-2024,25-04-2024,Sophie,Laptop and Accessories,398.1666667,795,795
22-09-2023,North,Laptop,19,35.38,Store A,Retail,0.15,Diana,571.387,Online,SAVE10,0,REG100795,Cust 1791,7.06,22-09-2023,28-09-2023,Ryan,Laptop and Accessories,398.6666667,796,796
21-02-2025,West,Chair,3,264.08,Store A,Retail,0.1,Diana,713.016,Online,,0,REG100796,Cust 8530,25.39,21-02-2025,02-03-2025,Wendy,Office Accessories,399.1666667,797,797
24-06-2025,East,Tablet,5,137.56,Store C,Wholesale,0.15,Diana,584.63,Debit Card,SAVE10,0,REG100797,Cust 4522,6.45,24-06-2025,01-07-2025,Eric,Mobile Devices,399.6666667,798,798
28-11-2023,Central,Laptop,8,157.93,Store B,Retail,0.15,Diana,1073.924,Online,SAVE10,0,REG100798,Cust 9619,6.31,28-11-2023,05-12-2023,Cameron,Laptop and Accessories,400.1666667,799,799
08-04-2024,North,Desk,6,126.86,Store C,Wholesale,0.05,Eva,723.102,Debit Card,FREESHIP,0,REG100799,Cust 1637,35.49,08-04-2024,17-04-2024,Ryan,Office Accessories,400.6666667,800,800
07-01-2025,North,Chair,15,240.05,Store C,Retail,0.05,Carlos,3420.7125,Credit Card,FREESHIP,0,REG100800,Cust 6914,14.31,07-01-2025,14-01-2025,Ryan,Office Accessories,401.1666667,801,801
24-02-2023,South,Tablet,3,37.63,Store A,Wholesale,0.1,Carlos,101.601,Debit Card,FREESHIP,0,REG100801,Cust 5737,43.7,24-02-2023,03-03-2023,Sophie,Mobile Devices,401.6666667,802,802
19-10-2023,East,Chair,13,393.1,Store B,Wholesale,0.1,Alice,4599.27,Online,,0,REG100802,Cust 5301,12.64,19-10-2023,26-10-2023,Eric,Office Accessories,402.1666667,803,803
17-06-2024,North,Chair,10,83.86,Store A,Wholesale,0.15,Alice,712.81,Credit Card,,0,REG100803,Cust 2524,41.11,17-06-2024,21-06-2024,Ryan,Office Accessories,402.6666667,804,804
21-06-2023,Central,Desk,10,110.07,Store B,Wholesale,0,Frank,1100.7,Credit Card,,0,REG100804,Cust 8480,18.47,21-06-2023,29-06-2023,Cameron,Office Accessories,403.1666667,805,805
30-08-2024,East,Phone,6,288.98,Store C,Wholesale,0.15,Diana,1473.798,Gift Card,,0,REG100805,Cust 2595,38.63,30-08-2024,02-09-2024,Eric,Mobile Devices,403.6666667,806,806
03-01-2025,Central,Desk,10,451.14,Store A,Retail,0,Bob,4511.4,Gift Card,FREESHIP,0,REG100806,Cust 7132,29.96,03-01-2025,13-01-2025,Cameron,Office Accessories,404.1666667,807,807
23-02-2023,West,Printer,16,509.08,Store C,Wholesale,0,Carlos,8145.28,Online,FREESHIP,0,REG100807,Cust 4240,37.53,23-02-2023,02-03-2023,Wendy,Laptop and Accessories,404.6666667,808,808
26-04-2025,Central,Printer,4,582.73,Store D,Wholesale,0.05,Carlos,2214.374,Cash,WINTER15,0,REG100808,Cust 4644,44.26,26-04-2025,29-04-2025,Cameron,Laptop and Accessories,405.1666667,809,809
08-06-2023,South,Phone,9,115.24,Store B,Wholesale,0,Alice,1037.16,Credit Card,FREESHIP,0,REG100809,Cust 5133,8.28,08-06-2023,14-06-2023,Sophie,Mobile Devices,405.6666667,810,810
16-03-2023,North,Monitor,14,565.45,Store D,Wholesale,0.1,Eva,7124.67,Online,WINTER15,0,REG100810,Cust 1731,24.4,16-03-2023,25-03-2023,Ryan,Laptop and Accessories,406.1666667,811,811
23-10-2024,North,Phone,11,121.54,Store D,Wholesale,0,Carlos,1336.94,Credit Card,SAVE10,0,REG100811,Cust 3739,16.62,23-10-2024,28-10-2024,Ryan,Mobile Devices,406.6666667,812,812
23-05-2025,East,Printer,9,160.15,Store D,Retail,0.1,Alice,1297.215,Debit Card,,1,REG100812,Cust 3853,29.64,23-05-2025,28-05-2025,Eric,Laptop and Accessories,407.1666667,813,813
06-05-2023,East,Desk,14,175.66,Store B,Wholesale,0.05,Bob,2336.278,Cash,SAVE10,0,REG100813,Cust 6830,26.12,06-05-2023,14-05-2023,Eric,Office Accessories,407.6666667,814,814
15-08-2024,South,Tablet,3,437.97,Store C,Wholesale,0.05,Eva,1248.2145,Cash,SAVE10,1,REG100814,Cust 5351,23.29,15-08-2024,22-08-2024,Sophie,Mobile Devices,408.1666667,815,815
23-08-2023,South,Printer,12,411.59,Store B,Wholesale,0.15,Diana,4198.218,Cash,FREESHIP,0,REG100815,Cust 5845,19.17,23-08-2023,31-08-2023,Sophie,Laptop and Accessories,408.6666667,816,816
13-04-2025,South,Laptop,1,163.29,Store B,Retail,0,Diana,163.29,Credit Card,WINTER15,0,REG100816,Cust 7004,21.15,13-04-2025,22-04-2025,Sophie,Laptop and Accessories,409.1666667,817,817
11-06-2024,Central,Desk,5,538.52,Store B,Wholesale,0.05,Alice,2557.97,Gift Card,,0,REG100817,Cust 4095,45.81,11-06-2024,17-06-2024,Cameron,Office Accessories,409.6666667,818,818
29-04-2024,South,Phone,11,255.95,Store C,Wholesale,0.1,Alice,2533.905,Online,,0,REG100818,Cust 7833,21.99,29-04-2024,04-05-2024,Sophie,Mobile Devices,410.1666667,819,819
27-03-2023,South,Desk,7,290.22,Store A,Retail,0.1,Alice,1828.386,Cash,WINTER15,0,REG100819,Cust 5826,33.15,27-03-2023,04-04-2023,Sophie,Office Accessories,410.6666667,820,820
23-10-2024,North,Chair,20,198.95,Store B,Retail,0.1,Diana,3581.1,Credit Card,,1,REG100820,Cust 9410,5.16,23-10-2024,25-10-2024,Ryan,Office Accessories,411.1666667,821,821
21-06-2023,North,Printer,11,577.1,Store C,Retail,0.15,Frank,5395.885,Cash,SAVE10,0,REG100821,Cust 9397,13.16,21-06-2023,28-06-2023,Ryan,Laptop and Accessories,411.6666667,822,822
12-05-2023,Central,Printer,10,50.1,Store A,Wholesale,0.1,Bob,450.9,Cash,FREESHIP,1,REG100822,Cust 6665,23.43,12-05-2023,19-05-2023,Cameron,Laptop and Accessories,412.1666667,823,823
20-10-2024,Central,Printer,19,554.5,Store B,Retail,0.15,Carlos,8955.175,Online,,1,REG100823,Cust 2590,47.16,20-10-2024,24-10-2024,Cameron,Laptop and Accessories,412.6666667,824,824
04-04-2024,North,Laptop,14,117.31,Store A,Wholesale,0,Diana,1642.34,Online,WINTER15,0,REG100824,Cust 4599,41.24,04-04-2024,07-04-2024,Ryan,Laptop and Accessories,413.1666667,825,825
12-01-2025,Central,Tablet,3,193.98,Store A,Retail,0,Bob,581.94,Credit Card,WINTER15,0,REG100825,Cust 7166,27.53,12-01-2025,16-01-2025,Cameron,Mobile Devices,413.6666667,826,826
24-07-2023,South,Phone,20,386.86,Store A,Wholesale,0.05,Carlos,7350.34,Online,WINTER15,0,REG100826,Cust 6177,41.56,24-07-2023,29-07-2023,Sophie,Mobile Devices,414.1666667,827,827
09-09-2023,North,Chair,12,81.33,Store D,Wholesale,0,Carlos,975.96,Cash,SAVE10,1,REG100827,Cust 6229,30.73,09-09-2023,13-09-2023,Ryan,Office Accessories,414.6666667,828,828
20-04-2024,East,Printer,5,550.65,Store A,Retail,0.15,Bob,2340.2625,Gift Card,,0,REG100828,Cust 2899,16.82,20-04-2024,27-04-2024,Eric,Laptop and Accessories,415.1666667,829,829
06-02-2025,West,Printer,4,473.91,Store A,Retail,0.05,Eva,1800.858,Credit Card,SAVE10,0,REG100829,Cust 5322,29.22,06-02-2025,14-02-2025,Wendy,Laptop and Accessories,415.6666667,830,830
18-06-2023,West,Tablet,19,25.22,Store C,Wholesale,0,Bob,479.18,Credit Card,,0,REG100830,Cust 7063,31.31,18-06-2023,22-06-2023,Wendy,Mobile Devices,416.1666667,831,831
01-11-2024,North,Phone,2,437.04,Store C,Wholesale,0,Frank,874.08,Credit Card,SAVE10,1,REG100831,Cust 7487,37.37,01-11-2024,08-11-2024,Ryan,Mobile Devices,416.6666667,832,832
12-08-2024,West,Desk,5,448.86,Store C,Wholesale,0.15,Frank,1907.655,Credit Card,SAVE10,1,REG100832,Cust 5481,21.22,12-08-2024,21-08-2024,Wendy,Office Accessories,417.1666667,833,833
08-04-2025,Central,Phone,14,299.94,Store D,Retail,0,Carlos,4199.16,Gift Card,FREESHIP,0,REG100833,Cust 3150,21.04,08-04-2025,17-04-2025,Cameron,Mobile Devices,417.6666667,834,834
20-07-2024,Central,Laptop,8,224.18,Store B,Retail,0.15,Bob,1524.424,Debit Card,,0,REG100834,Cust 5099,36.9,20-07-2024,26-07-2024,Cameron,Laptop and Accessories,418.1666667,835,835
17-02-2023,West,Desk,6,327.69,Store D,Wholesale,0.05,Diana,1867.833,Cash,,0,REG100835,Cust 6615,22.34,17-02-2023,21-02-2023,Wendy,Office Accessories,418.6666667,836,836
02-07-2024,East,Phone,8,432.27,Store D,Retail,0.05,Eva,3285.252,Cash,FREESHIP,1,REG100836,Cust 6924,20.64,02-07-2024,04-07-2024,Eric,Mobile Devices,419.1666667,837,837
01-04-2025,North,Monitor,4,249.98,Store C,Retail,0.15,Eva,849.932,Debit Card,SAVE10,0,REG100837,Cust 2411,49.08,01-04-2025,04-04-2025,Ryan,Laptop and Accessories,419.6666667,838,838
02-06-2025,South,Printer,14,194.31,Store C,Wholesale,0.15,Frank,2312.289,Debit Card,FREESHIP,0,REG100838,Cust 9648,15.3,02-06-2025,09-06-2025,Sophie,Laptop and Accessories,420.1666667,839,839
21-11-2024,West,Phone,5,69.29,Store C,Wholesale,0,Carlos,346.45,Credit Card,,0,REG100839,Cust 1974,20.83,21-11-2024,29-11-2024,Wendy,Mobile Devices,420.6666667,840,840
10-01-2024,South,Printer,15,306.91,Store A,Retail,0,Carlos,4603.65,Cash,FREESHIP,1,REG100840,Cust 9452,19.38,10-01-2024,14-01-2024,Sophie,Laptop and Accessories,421.1666667,841,841
21-10-2023,North,Desk,4,390.3,Store A,Retail,0.15,Diana,1327.02,Debit Card,,0,REG100841,Cust 4558,43.56,21-10-2023,26-10-2023,Ryan,Office Accessories,421.6666667,842,842
20-01-2025,North,Phone,7,61.83,Store B,Retail,0,Diana,432.81,Online,WINTER15,0,REG100842,Cust 8811,25.49,20-01-2025,22-01-2025,Ryan,Mobile Devices,422.1666667,843,843
09-11-2024,West,Monitor,7,83.32,Store D,Wholesale,0.05,Carlos,554.078,Cash,FREESHIP,0,REG100843,Cust 7788,23.4,09-11-2024,17-11-2024,Wendy,Laptop and Accessories,422.6666667,844,844
03-04-2024,West,Monitor,4,563.06,Store D,Retail,0.05,Bob,2139.628,Cash,WINTER15,0,REG100844,Cust 2788,19.5,03-04-2024,07-04-2024,Wendy,Laptop and Accessories,423.1666667,845,845
06-01-2024,North,Phone,13,256.35,Store D,Wholesale,0.15,Alice,2832.6675,Cash,SAVE10,0,REG100845,Cust 6621,26.04,06-01-2024,08-01-2024,Ryan,Mobile Devices,423.6666667,846,846
02-08-2023,Central,Printer,9,303.26,Store A,Wholesale,0.05,Diana,2592.873,Debit Card,FREESHIP,0,REG100846,Cust 8575,17.01,02-08-2023,05-08-2023,Cameron,Laptop and Accessories,424.1666667,847,847
26-11-2023,North,Chair,9,440.48,Store A,Retail,0.15,Diana,3369.672,Gift Card,WINTER15,0,REG100847,Cust 8799,32.94,26-11-2023,01-12-2023,Ryan,Office Accessories,424.6666667,848,848
20-04-2025,East,Desk,17,469.25,Store B,Wholesale,0.05,Bob,7578.3875,Credit Card,,0,REG100848,Cust 1699,45.76,20-04-2025,26-04-2025,Eric,Office Accessories,425.1666667,849,849
29-12-2023,South,Chair,18,491.76,Store A,Wholesale,0.15,Eva,7523.928,Credit Card,SAVE10,0,REG100849,Cust 5606,37.49,29-12-2023,05-01-2024,Sophie,Office Accessories,425.6666667,850,850
08-01-2025,Central,Chair,19,465.27,Store C,Retail,0.05,Diana,8398.1235,Credit Card,,0,REG100850,Cust 4933,44.95,08-01-2025,10-01-2025,Cameron,Office Accessories,426.1666667,851,851
06-05-2024,East,Chair,18,343.68,Store B,Retail,0,Eva,6186.24,Gift Card,SAVE10,0,REG100851,Cust 9517,20.37,06-05-2024,14-05-2024,Eric,Office Accessories,426.6666667,852,852
15-09-2024,North,Desk,14,472.51,Store D,Wholesale,0.05,Bob,6284.383,Gift Card,,0,REG100852,Cust 6740,13.54,15-09-2024,20-09-2024,Ryan,Office Accessories,427.1666667,853,853
07-02-2023,West,Laptop,20,142.52,Store A,Retail,0.1,Eva,2565.36,Cash,FREESHIP,0,REG100853,Cust 1301,30.67,07-02-2023,12-02-2023,Wendy,Laptop and Accessories,427.6666667,854,854
01-03-2023,East,Phone,1,31.42,Store B,Retail,0.05,Bob,29.849,Credit Card,SAVE10,0,REG100854,Cust 1736,11.35,01-03-2023,09-03-2023,Eric,Mobile Devices,428.1666667,855,855
08-05-2024,North,Tablet,17,572.29,Store D,Retail,0.15,Eva,8269.5905,Online,SAVE10,1,REG100855,Cust 6864,44.99,08-05-2024,12-05-2024,Ryan,Mobile Devices,428.6666667,856,856
06-06-2024,East,Desk,18,333.6,Store A,Retail,0.1,Carlos,5404.32,Debit Card,FREESHIP,1,REG100856,Cust 5207,33.79,06-06-2024,08-06-2024,Eric,Office Accessories,429.1666667,857,857
29-04-2023,North,Chair,9,90.87,Store D,Retail,0.15,Carlos,695.1555,Debit Card,WINTER15,0,REG100857,Cust 6525,26.56,29-04-2023,08-05-2023,Ryan,Office Accessories,429.6666667,858,858
20-09-2023,Central,Tablet,9,588.59,Store D,Wholesale,0.05,Diana,5032.4445,Online,,0,REG100858,Cust 8298,42.3,20-09-2023,22-09-2023,Cameron,Mobile Devices,430.1666667,859,859
08-11-2024,South,Chair,18,153.28,Store B,Retail,0.05,Frank,2621.088,Online,WINTER15,1,REG100859,Cust 8204,33.71,08-11-2024,13-11-2024,Sophie,Office Accessories,430.6666667,860,860
22-03-2023,North,Printer,17,194.97,Store A,Retail,0.15,Carlos,2817.3165,Gift Card,SAVE10,1,REG100860,Cust 4035,5.59,22-03-2023,30-03-2023,Ryan,Laptop and Accessories,431.1666667,861,861
05-09-2023,East,Monitor,5,367.61,Store C,Retail,0,Alice,1838.05,Credit Card,SAVE10,0,REG100861,Cust 1654,19.55,05-09-2023,13-09-2023,Eric,Laptop and Accessories,431.6666667,862,862
26-02-2023,East,Laptop,17,575.5,Store D,Retail,0.05,Alice,9294.325,Debit Card,FREESHIP,0,REG100862,Cust 1823,13.42,26-02-2023,05-03-2023,Eric,Laptop and Accessories,432.1666667,863,863
26-11-2024,West,Chair,3,229.45,Store D,Retail,0.15,Bob,585.0975,Debit Card,WINTER15,1,REG100863,Cust 1423,19.81,26-11-2024,29-11-2024,Wendy,Office Accessories,432.6666667,864,864
14-10-2024,Central,Chair,3,391.63,Store C,Retail,0,Frank,1174.89,Debit Card,,1,REG100864,Cust 7282,25.36,14-10-2024,17-10-2024,Cameron,Office Accessories,433.1666667,865,865
29-05-2023,Central,Laptop,15,67.35,Store D,Wholesale,0.1,Diana,909.225,Online,FREESHIP,0,REG100865,Cust 8437,24.85,29-05-2023,03-06-2023,Cameron,Laptop and Accessories,433.6666667,866,866
22-03-2024,Central,Laptop,6,453.86,Store B,Retail,0.15,Alice,2314.686,Credit Card,,0,REG100866,Cust 9508,45.32,22-03-2024,31-03-2024,Cameron,Laptop and Accessories,434.1666667,867,867
22-04-2023,South,Tablet,19,537.7,Store D,Wholesale,0,Bob,10216.3,Online,SAVE10,0,REG100867,Cust 1186,45.83,22-04-2023,02-05-2023,Sophie,Mobile Devices,434.6666667,868,868
06-06-2025,North,Phone,5,32.56,Store C,Retail,0.05,Diana,154.66,Cash,FREESHIP,0,REG100868,Cust 4362,46.73,06-06-2025,12-06-2025,Ryan,Mobile Devices,435.1666667,869,869
25-01-2023,Central,Laptop,2,196.7,Store A,Retail,0,Frank,393.4,Online,FREESHIP,0,REG100869,Cust 9388,35.84,25-01-2023,29-01-2023,Cameron,Laptop and Accessories,435.6666667,870,870
08-09-2023,South,Phone,12,369.45,Store D,Wholesale,0.1,Frank,3990.06,Credit Card,WINTER15,1,REG100870,Cust 4015,44.76,08-09-2023,10-09-2023,Sophie,Mobile Devices,436.1666667,871,871
04-10-2024,East,Tablet,12,181.96,Store D,Retail,0.15,Eva,1855.992,Gift Card,WINTER15,0,REG100871,Cust 6428,25.06,04-10-2024,11-10-2024,Eric,Mobile Devices,436.6666667,872,872
06-04-2025,East,Desk,3,32.07,Store D,Retail,0.15,Alice,81.7785,Online,WINTER15,1,REG100872,Cust 2570,43.18,06-04-2025,08-04-2025,Eric,Office Accessories,437.1666667,873,873
25-08-2024,East,Laptop,15,39.93,Store A,Retail,0.15,Diana,509.1075,Debit Card,WINTER15,0,REG100873,Cust 5132,33.44,25-08-2024,29-08-2024,Eric,Laptop and Accessories,437.6666667,874,874
